0,0,0,0,0.197659112,-0.181905476,-0.058896719,0.367635646,-0.528676182,-0.063952222,0.398163283,-0.873366667,-0.063340514,0.29400955,-1,-0.044619453,0.253668825,-0.749606331,-0.003395585,0.260436945,-0.955478759,-0.067707394,0.23850287,-0.669066908,-0.098204684,0.229247519,-0.619102131,-0.113645963,0.124364077,-0.768714417,0.003095591,0.124926833,-0.946212869,-0.061125334,0.125096295,-0.617038472,-0.063100635,0.117664378,-0.60789537,-0.051952289,0.005047066,-0.753653351,-0.004024609,0.00518491,-0.970209432,-0.078540967,0.020930517,-0.643161594,-0.032592785,0.017799898,-0.57557324,0.015037728,-0.123380594,-0.726945057,-0.016101974,-0.107367662,-0.884627461,-0.053628651,-0.083165837,-0.661587482,-0.008621017,-0.080006277,-0.584766862,0.035980966
0,0,0,0,0.198677564,-0.174035832,-0.05976584,0.371393267,-0.52568043,-0.064191965,0.402652269,-0.870695034,-0.062158568,0.29974259,-1,-0.041238426,0.258693395,-0.745754874,-0.006592655,0.260141262,-0.959358616,-0.07133554,0.23898442,-0.67488216,-0.100929849,0.233466409,-0.62132838,-0.115782754,0.126529675,-0.766074548,-0.000137461,0.12355489,-0.952253634,-0.062438075,0.125089781,-0.620011305,-0.061715117,0.120049473,-0.613633565,-0.049485819,0.004596194,-0.753881929,-0.007645631,0.004051823,-0.976217659,-0.082040686,0.020808403,-0.645610817,-0.034923672,0.018829567,-0.58206616,0.012873801,-0.125330329,-0.731829395,-0.020232344,-0.110015169,-0.888736629,-0.058698075,-0.085090141,-0.664356243,-0.014016608,-0.08270485,-0.593056379,0.029970917
0,0,0,0,0.202402509,-0.166066952,-0.059409003,0.378647424,-0.514188365,-0.064764221,0.407006349,-0.866045722,-0.063715279,0.300236107,-1,-0.045297888,0.260259461,-0.738525244,-0.01275793,0.263279035,-0.957485241,-0.077686189,0.243117954,-0.674737696,-0.106045782,0.235813004,-0.614255654,-0.119706972,0.127654198,-0.760039106,-0.007071591,0.124792828,-0.948488159,-0.06924465,0.128370396,-0.618229588,-0.06835524,0.122438773,-0.605822387,-0.056597907,0.005251209,-0.747488597,-0.014707159,0.004643048,-0.968757105,-0.090047594,0.023786418,-0.638445629,-0.043758981,0.020780028,-0.570669422,0.003226555,-0.126639055,-0.723149493,-0.027009662,-0.113884799,-0.884973016,-0.067599463,-0.084901619,-0.660489063,-0.023966929,-0.080780096,-0.58478348,0.019148397
0,0,0,0,0.20268586,-0.169826929,-0.05787493,0.37964953,-0.520436788,-0.060435066,0.405788417,-0.870100778,-0.056377299,0.301988536,-1,-0.033426922,0.262498412,-0.746533835,-0.004974721,0.266318529,-0.959667581,-0.069822464,0.242812157,-0.673496049,-0.100127091,0.239020801,-0.621651405,-0.115689791,0.1297246,-0.764188139,0.001007905,0.128976635,-0.951228707,-0.061693539,0.127918801,-0.6175144,-0.062260307,0.123150075,-0.609544438,-0.050769771,0.007613356,-0.750719803,-0.006617013,0.007274897,-0.976513144,-0.080901889,0.02338602,-0.643125826,-0.034618676,0.022893312,-0.57603735,0.012652506,-0.122827195,-0.728540901,-0.01899599,-0.10994624,-0.885838688,-0.057737068,-0.08414136,-0.658411945,-0.013678648,-0.079053007,-0.58557429,0.030061745
0,0,0,0,0.204569905,-0.160920879,-0.059145822,0.384542133,-0.512760974,-0.063047144,0.415957032,-0.86881464,-0.060229092,0.310207052,-1,-0.03938745,0.26619274,-0.741921644,-0.010711005,0.268146516,-0.959882355,-0.075943145,0.247414923,-0.676422531,-0.105009964,0.243013353,-0.616656017,-0.119406818,0.132305581,-0.764246567,-0.00507153,0.130415219,-0.955665502,-0.067645547,0.131214908,-0.621606897,-0.066809604,0.12556024,-0.60997461,-0.054730899,0.008309813,-0.753041252,-0.012915812,0.008158273,-0.976882991,-0.088652692,0.025481342,-0.644516208,-0.042239429,0.023048928,-0.578187859,0.005049628,-0.124749838,-0.731372426,-0.025442041,-0.111023294,-0.892335121,-0.066136508,-0.084104482,-0.665789855,-0.022407464,-0.080808964,-0.591755261,0.020906004
0,0,0,0,0.203390667,-0.160939384,-0.062820846,0.38668905,-0.515343995,-0.068215132,0.419016511,-0.869270746,-0.066277318,0.314617833,-1,-0.046147432,0.272872839,-0.741706734,-0.012966008,0.273035711,-0.960220392,-0.078062192,0.249840329,-0.67899893,-0.106575855,0.246252714,-0.619746429,-0.120494477,0.138699209,-0.765553773,-0.006201982,0.134066244,-0.956398372,-0.0698336,0.133872471,-0.624922982,-0.068792476,0.129397257,-0.611701526,-0.055915852,0.014172736,-0.755309249,-0.013350789,0.012372099,-0.978758908,-0.090447678,0.02941643,-0.647138914,-0.044812533,0.028247817,-0.579086051,0.002771137,-0.118490149,-0.733618638,-0.02554829,-0.105894571,-0.897290133,-0.067748877,-0.078688518,-0.671361377,-0.025111863,-0.074173695,-0.595256781,0.018041156
0,0,0,0,0.201872171,-0.182555733,-0.06147345,0.383689619,-0.528650984,-0.068286186,0.421371062,-0.861947112,-0.069453802,0.321202006,-1,-0.052026057,0.273043709,-0.76295827,-0.002109037,0.270227905,-0.96866021,-0.069805956,0.248945229,-0.688663646,-0.103499849,0.24856163,-0.631937411,-0.120443809,0.13900348,-0.78706818,0.003676271,0.131887738,-0.960235491,-0.060630582,0.131631558,-0.635037804,-0.063192774,0.130115989,-0.626270167,-0.052668789,0.01452078,-0.773439663,-0.005443646,0.011386263,-0.98253852,-0.080546588,0.026963872,-0.659425244,-0.036316336,0.029339596,-0.599690734,0.009726657,-0.116604804,-0.746572447,-0.020073999,-0.104563465,-0.890785946,-0.059384868,-0.080522643,-0.670563731,-0.016456748,-0.075604778,-0.60340586,0.026866377
0,0,0,0,0.192753685,-0.182248302,-0.066238353,0.368403407,-0.532925221,-0.074143242,0.39903771,-0.864216492,-0.074608174,0.298202672,-1,-0.055589999,0.261062276,-0.7622997,-0.00490503,0.261339097,-0.954407898,-0.071983549,0.240464976,-0.676794659,-0.105502363,0.238152301,-0.63170867,-0.122927394,0.129378574,-0.784718655,0.003442479,0.12464163,-0.951551698,-0.061308832,0.125644704,-0.626380993,-0.063770464,0.123283859,-0.623666254,-0.052476888,0.008797572,-0.770189897,-0.003428099,0.004924488,-0.967880273,-0.077966046,0.022689353,-0.650597196,-0.034288599,0.024224071,-0.600375089,0.011508317,-0.117537258,-0.741924788,-0.01632644,-0.105901952,-0.877981905,-0.05401279,-0.081049254,-0.663741529,-0.011318968,-0.076766399,-0.603214429,0.031519437
0,0,0,0,0.189825275,-0.190028248,-0.055489018,0.352862521,-0.534149055,-0.059974675,0.380249672,-0.864942805,-0.058978329,0.277436222,-1,-0.040240321,0.24374693,-0.756945514,-0.001095306,0.247654447,-0.947834962,-0.062476968,0.232011935,-0.668857073,-0.092504547,0.224170459,-0.622093159,-0.108052961,0.115490056,-0.773352016,0.004020835,0.115015984,-0.940025993,-0.054637597,0.121817239,-0.618313492,-0.056571316,0.114110146,-0.613838114,-0.046820142,-0.002656079,-0.754976124,-0.003942809,-0.002085419,-0.956388635,-0.074317805,0.019560295,-0.640498759,-0.031199052,0.01546598,-0.582780638,0.012924894,-0.128859107,-0.723649882,-0.016508252,-0.111811954,-0.871533309,-0.0533323,-0.083323768,-0.657317741,-0.010298716,-0.080663956,-0.586992072,0.032494831
0,0,0,0,0.186673745,-0.184376441,-0.052975192,0.346619959,-0.528483951,-0.057801719,0.378154298,-0.858092142,-0.057202926,0.277348203,-1,-0.038594766,0.233778942,-0.749579592,-0.005387597,0.246930818,-0.939814229,-0.067000991,0.230224406,-0.660778504,-0.095181659,0.219223046,-0.621785871,-0.110114804,0.106983907,-0.764090692,-0.001592584,0.116332932,-0.934163893,-0.059860758,0.121781453,-0.610679573,-0.059047819,0.110336628,-0.613134516,-0.048356611,-0.010371737,-0.745059076,-0.01053125,-0.000693795,-0.944554385,-0.078785936,0.019217156,-0.633261231,-0.033124455,0.010104666,-0.585228339,0.011098269,-0.136310844,-0.716023235,-0.02386478,-0.113644244,-0.861631177,-0.057416879,-0.085339089,-0.651532867,-0.012953903,-0.08680294,-0.587530138,0.02913778
